,x,0
6205,GPNMB,3.5917304
4177,ADH1B,3.5918992
5869,FYN,3.59195
7356,EFR3A,3.5926554
15610,OSBPL2,3.5930252
1121,ZBTB7B,3.5936165
2906,SEC13,3.5941308
2481,PPIG,3.5943885
15901,SPECC1L,3.594451
15335,XRN2,3.5945525
3289,LRIG1,3.5946736
9104,TMX2,3.595037
4540,PRKAA1,3.5951972
1954,COX7A2L,3.5955074
5000,TCERG1,3.5957727
1476,CYB5R1,3.5959074
3165,IP6K1,3.5959806
2000,PSME4,3.596294
2507,SP3,3.5966127
12511,E2F4,3.596907
262,PNRC2,3.5970852
9697,STT3A,3.597208
15524,ELMO2,3.5973673
3905,BOD1L1,3.597512
8570,NDUFB8,3.5975964
13339,KANSL1,3.5978262
15538,ZNFX1,3.5978332
9767,CCND2,3.5980208
13322,EFTUD2,3.5981796
8735,BNIP3,3.59844
14117,PTPRS,3.598482
1614,DEGS1,3.5986824
1438,NEK7,3.5987806
3966,UBE2K,3.5992298
12892,KDM6B,3.5992963
9251,ARL2,3.5993104
16134,TSPO,3.5993965
12436,NUDT21,3.599494
3952,KLF3,3.59952
3881,KIAA0232,3.599548
9294,DRAP1,3.6001353
11597,CASC4,3.6002014
26,AURKAIP1,3.6007867
15515,PLTP,3.6010036
4921,ZMAT2,3.6012852
14503,UQCRFS1,3.6016786
10684,GTF3A,3.601771
15434,SOGA1,3.6019742
11848,PSMA4,3.6021783
1621,ENAH,3.6022158
6111,MAFK,3.602589
4876,BRD8,3.6026862
6642,IFRD1,3.6027286
16285,EIF1AX,3.6031127
5658,GTPBP2,3.6031573
8322,ARID5B,3.6031756
7961,CRAT,3.6033936
9798,COPS7A,3.6034367
10372,LTA4H,3.6034424
10365,METAP2,3.604124
12787,ANKFY1,3.6047494
15541,B4GALT5,3.6047664
9900,ATF7IP,3.6049225
6140,RNF216,3.6050177
11939,UNC45A,3.6052263
2447,RBMS1,3.6052978
6319,PURB,3.6053333
11689,BNIP2,3.6053414
15460,TOP1,3.6057324
10747,AKAP11,3.6061513
7098,RB1CC1,3.6061542
1203,IFI16,3.6065917
9810,ENO2,3.606875
11719,SPG21,3.6069865
2732,SPEG,3.6075716
2999,CLASP2,3.6079593
15498,DBNDD2,3.6083093
3598,EIF2A,3.6083486
13758,PTPRM,3.608651
1001,PRPF3,3.6087909
514,ELOVL1,3.6088028
6748,CREB3L2,3.608871
16390,PLP2,3.6088724
9174,EML3,3.608886
14066,NCLN,3.6091604
10893,IRS2,3.609285
3584,GYG1,3.609302
5481,TNXB,3.6094265
16167,CERK,3.6094894
5596,DAAM2,3.6099992
8788,PDDC1,3.6104739
10971,PSMB5,3.610782
15403,ACSS2,3.6108122
419,PSMB2,3.6108835
541,HECTD3,3.6110225
3876,MAN2B2,3.611223
4027,SRP72,3.6112742
15708,TMEM50B,3.611346
10520,HSPB8,3.6113749
5412,PPP1R18,3.6114023
15544,RNF114,3.61149
10000,ANO6,3.611822
12051,NDUFB10,3.6121767
9549,ACAT1,3.612395
12094,CLDN6,3.6124477
12260,DCTN5,3.612449
16794,FUNDC2,3.6125226
7354,ASAP1,3.6128225
16775,EMD,3.612999
12143,UBN1,3.6130035
16511,COX7B,3.6134589
3161,APEH,3.6135173
11927,SEMA4B,3.613526
13417,SPATA20,3.613757
1771,ID2,3.613807
1248,UFC1,3.6140094
78,ICMT,3.6141493
3803,FYTTD1,3.6142676
13614,ACOX1,3.6147282
10922,CDC16,3.6149251
2353,LIMS2,3.614926
11764,UACA,3.6152012
11819,SIN3A,3.6152234
6339,GRB10,3.6153073
6933,MTUS1,3.6154318
12945,ELAC2,3.615807
338,ATPIF1,3.6159089
16006,TXN2,3.6159534
2487,UBR3,3.6160765
9505,ENDOD1,3.616654
13036,TNFAIP1,3.6166723
15300,JAG1,3.6168172
380,HDAC1,3.6168733
15410,EIF6,3.6172621
8380,DDIT4,3.6172872
6810,PDIA4,3.6182106
6606,PSMC2,3.6182244
11894,ZNF592,3.6183712
363,TINAGL1,3.6185787
4236,CAMK2D,3.619077
1282,PBX1,3.6192658
13845,RPRD1A,3.6194217
8779,PHRF1,3.6199014
13882,CXXC1,3.6201875
15987,RTCB,3.6204472
157,EFHD2,3.6205833
6963,SLC39A14,3.6207242
11838,TBC1D2B,3.6207676
7985,NUP214,3.6209269
2150,KCMF1,3.621019
12276,IL4R,3.6210213
25,MXRA8,3.6214998
7670,VPS13A,3.6218278
1097,RAB13,3.6218278
8107,EHMT1,3.622022
1867,ATRAID,3.6220891
5099,CCNG1,3.6222768
11244,ELMSAN1,3.6225936
6293,PSMA2,3.6226103
320,MAP3K6,3.622622
13103,MYO1D,3.6226313
13490,MED13,3.622755
1636,CDC42BPA,3.6230092
4054,RUFY3,3.6231122
1787,ODC1,3.6231637
10696,UBL3,3.6237283
12795,PELP1,3.6240962
15549,PTPN1,3.6242406
8571,HIF1AN,3.624377
10596,CCDC92,3.6244247
12973,FLCN,3.6246824
13847,ELP2,3.6253698
10966,RBM23,3.625848
5552,PPARD,3.6258664
479,SMAP2,3.6260715
2735,CHPF,3.62624
8316,CCDC6,3.626989
3086,FYCO1,3.6279316
8443,CCSER2,3.628121
8864,APBB1,3.6283026
1311,ATP1B1,3.628487
13501,MAP3K3,3.6285
14819,VASP,3.6296587
9184,BSCL2,3.6297271
14666,PAF1,3.6297817
5041,DCTN4,3.6298647
16286,RPS6KA3,3.6306393
7850,ATP6V1G1,3.6307287
2746,ACSL3,3.6311648
6012,PCMT1,3.6314008
13443,SCPEP1,3.6319554
15972,LIMK2,3.6323082
6158,ZNF316,3.6323698
14038,SF3A2,3.632481
1461,LMOD1,3.6326883
13603,SAP30BP,3.6327612
10692,POMP,3.6328027
3846,RNF4,3.6334221
13162,ARHGAP23,3.633594
13008,MFAP4,3.633661
2177,RMND5A,3.633683
4,NOC2L,3.6338053
953,RNF115,3.6338377
14166,XAB2,3.6339293
2940,MRPS25,3.6340241
7584,UNC13B,3.6342762
14567,RBM42,3.6347575
1888,SUPT7L,3.634988
11883,BTBD1,3.6349888
9520,YAP1,3.6350503
13898,TXNL1,3.6350746
14371,AP1M1,3.6352818
11680,ADAM10,3.6357312
8577,SFXN3,3.6358469
4014,PDGFRA,3.6359293
148,DHRS3,3.6360998
3027,CSRNP1,3.636165
5614,TOMM6,3.6362967
16561,ARMCX3,3.6364408
13762,ANKRD12,3.6365342
2153,RETSAT,3.6368942
14914,GYS1,3.6369183
7096,PCMTD1,3.6370718
10729,UFM1,3.6372244
7375,DENND3,3.63779
11673,TCF12,3.637806
15659,PCMTD2,3.6378062
5219,DUSP22,3.6378994
13423,TOB1,3.6382048
2804,DGKD,3.638397
845,GNAI3,3.6384614
5200,MAML1,3.638615
10438,SSH1,3.639085
9041,TP53I11,3.6394825
8497,MYOF,3.639688
14087,DAPK3,3.639933
2349,MAP3K2,3.640275
40,SLC35E2B,3.6402886
12269,ARHGAP17,3.640927
13062,PHF12,3.6414728
8859,FAM160A2,3.641581
2364,SMPD4,3.6416488
1093,CRTC2,3.641692
16662,THOC2,3.6417162
10,AGRN,3.6423059
15400,NCOA6,3.64237
453,SF3A3,3.6425405
1603,MIA3,3.642712
11950,NR2F2,3.642726
126,EXOSC10,3.6427262
5758,PHIP,3.642863
10938,RNASE1,3.6431527
1499,PPP1R15B,3.643193
1945,SOS1,3.6434174
11600,SPG11,3.643582
8135,FBXO18,3.6436853
1367,FAM20B,3.643789
11228,SIPA1L1,3.643894
15396,ITCH,3.6439817
6306,POLD2,3.6440248
3851,MFSD10,3.644195
1376,CEP350,3.6443713
12064,TRAF7,3.644446
15534,ARFGEF2,3.6444776
9783,LTBR,3.6450708
12862,GPS2,3.645131
8918,MICAL2,3.645164
13584,KCTD2,3.645596
3708,EIF2B5,3.6456857
3767,OPA1,3.6457064
8626,GSTO1,3.645833
13515,TEX2,3.6459146
7958,NUP188,3.6462119
2727,TUBA4A,3.6463647
3454,HEG1,3.646527
4867,TGFBI,3.646594
1966,PPM1B,3.6467369
7970,C9orf78,3.646775
4733,RHOBTB3,3.6468434
245,KDM1A,3.6470835
13879,ACAA2,3.6471043
9343,CORO1B,3.6471937
7722,BICD2,3.6474004
8705,BUB3,3.6474407
2904,TATDN2,3.6476269
11659,RSL24D1,3.6479375
8219,ABI1,3.6484025
15069,MBOAT7,3.6484456
12173,ZC3H7A,3.648446
9733,VPS26B,3.6485307
14235,KEAP1,3.6486778
4779,TMED7,3.648944
15807,PCNT,3.6491456
1138,CLK2,3.6493983
141,KIAA2013,3.6494668
2064,AAK1,3.6497412
1146,DAP3,3.6497962
1037,SNX27,3.6498985
13734,USP14,3.649956
2395,DARS,3.6500006
3691,TTC14,3.650438
15279,SLC23A2,3.6506088
11118,PSMC6,3.6508334
11386,SLC25A29,3.6508493
10448,UBE3B,3.651039
3233,SPCS1,3.6512
9551,ATM,3.6512015
3999,FRYL,3.651205
5268,TMEM14C,3.6512704
3801,DLG1,3.651344
68,LRRC47,3.651835
5875,HDAC2,3.6518815
12620,BCAR1,3.6518838
15209,UBE2M,3.6519506
7247,SDC2,3.6520536
4559,NNT,3.6522288
5134,CPEB4,3.653346
2369,PTPN18,3.653511
16348,NDUFB11,3.6537337
15532,SULF2,3.6537588
14162,ZNF358,3.6540136
4856,DDX46,3.6540484
6853,NUB1,3.6542108
13990,MED16,3.654311
5535,LEMD2,3.6545436
253,ID3,3.6551254
12339,TBC1D10B,3.6556358
7860,CDK5RAP2,3.657127
14294,MAN2B1,3.6571486
16233,WWC3,3.6580422
3511,DNAJC13,3.6585128
16324,MID1IP1,3.6585305
12869,NLGN2,3.6590643
3919,LAP3,3.65908
13401,ITGA3,3.659201
6452,SRI,3.659328
7801,IKBKAP,3.6600938
9500,AMOTL1,3.6601949
12791,MYBBP1A,3.660629
13258,COASY,3.6606748
187,SDHB,3.6608026
12171,SNN,3.661075
15946,ASCC2,3.6611137
13241,DNAJC7,3.661149
16782,PLXNA3,3.661247
14110,DPP9,3.661394
2119,MOGS,3.6613998
2628,SUMO1,3.661839
7545,SMU1,3.6618664
11923,AP3S2,3.662415
550,AKR1A1,3.6626272
15591,NELFCD,3.6629784
2954,TBC1D5,3.663349
9233,TRMT112,3.6633801
12667,COTL1,3.6633859
16086,MKL1,3.6641748
15531,NCOA3,3.6645994
15533,PREX1,3.6647494
7831,FKBP15,3.6648653
711,USP33,3.6649497
5511,HLA-DPA1,3.6649575
14184,ELAVL1,3.66496
13724,NARF,3.6655788
16761,IDH3G,3.6656265
1733,AHCTF1,3.665785
11626,COPS2,3.6659808
1538,CD55,3.6660743
5120,FBXW11,3.666155
11713,ZNF609,3.666164
4853,SAR1B,3.6661856
13978,POLRMT,3.666229
11439,BTBD6,3.6662645
3016,OXSR1,3.6663067
15808,DIP2A,3.666551
10354,UBE2N,3.666894
11257,LTBP2,3.6672277
8181,RSU1,3.667396
8796,POLR2L,3.667409
1145,YY1AP1,3.6674306
13191,ORMDL3,3.6679018
15829,SLC25A1,3.6684337
13991,R3HDM4,3.6685824
6343,EGFR,3.6690936
6149,CYTH3,3.6693494
1276,DDR2,3.6696706
5151,RNF44,3.6699018
4659,NSA2,3.6699574
681,GNG12,3.6699655
6287,CDK13,3.6701012
7582,STOML2,3.6702826
2637,ABI2,3.6705046
1562,LPGAT1,3.6706464
10514,WSB2,3.6710699
4361,RAPGEF2,3.6712625
11234,PSEN1,3.6718593
13531,HELZ,3.6720111
11763,TLE3,3.6721053
6507,ARPC1B,3.6724124
6350,SUMF2,3.6724799
13989,CFD,3.6725352
4657,HEXB,3.672598
6604,PMPCB,3.6728277
11053,CFL2,3.67293
750,GBP2,3.6729696
15535,CSE1L,3.6733057
13394,SPOP,3.6738305
1104,HAX1,3.6738403
14346,NDUFB7,3.6738868
7131,YTHDF3,3.6740513
2605,SPATS2L,3.6740534
2845,PPP1R7,3.6746447
12420,CHD9,3.6747255
6677,WASL,3.6748328
12582,COG4,3.6749918
7077,SLC20A2,3.6750686
12802,PSMB6,3.6753044
5066,CNOT8,3.67539
3208,PCBP4,3.6755207
15516,PCIF1,3.6756876
9357,NDUFS8,3.675691
6701,ATP6V1F,3.6757846
3834,TMEM129,3.6760395
10419,CKAP4,3.6762931
13182,STARD3,3.6766887
6327,IGFBP3,3.676921
2062,GFPT1,3.6772563
2338,RALB,3.6772997
4919,HARS,3.6774647
12569,NFAT5,3.6775439
12536,NUTF2,3.6777081
8434,FAM213A,3.677829
9822,PEX5,3.678231
5174,DDX41,3.6782894
762,TGFBR3,3.67835
9212,MARK2,3.6784573
14331,CC2D1A,3.6785874
16216,ZBED1,3.678594
3440,PARP14,3.6786287
15611,ADRM1,3.6786485
13397,KAT7,3.6789458
10293,CNOT2,3.6790354
9911,ARHGDIB,3.679053
8266,RASSF4,3.6797564
10543,SPPL3,3.6799593
11004,PSME2,3.6800003
5107,PANK3,3.6800556
8001,GTF3C5,3.6800768
8264,CXCL12,3.6801324
4645,MRPS27,3.6802344
2412,MMADHC,3.6803699
7799,KLF4,3.6804335
4709,VCAN,3.6805012
5930,LAMA2,3.6805491
14071,FZR1,3.6806378
13198,NR1D1,3.6810045
12182,MKL2,3.6813006
14323,IER2,3.6814456
12648,CMIP,3.6814666
9748,ERC1,3.682039
11989,TMEM8A,3.6820946
14370,FAM32A,3.6821055
11328,C14orf159,3.6821055
1719,AKT3,3.6821268
1864,PREB,3.6822762
7499,NFIB,3.6822867
7334,FBXO32,3.6824486
7082,HOOK3,3.6824954
13458,MTMR4,3.6827962
5635,PPP2R5D,3.6828022
9454,NDUFC2,3.683058
10455,GIT2,3.683224
1091,GATAD2B,3.683372
15645,SLC2A4RG,3.6834645
15262,ATRN,3.6836586
8910,MRVI1,3.6841555
9954,PPFIBP1,3.684166
7151,ARFGEF1,3.6841831
15624,GID8,3.6842532
8532,PGAM1,3.6842868
7549,NFX1,3.6844687
13151,ACACA,3.6845737
10390,ARL1,3.6848106
15465,CHD6,3.6853285
3034,EIF1B,3.685383
4384,CLCN3,3.6853971
10078,LETMD1,3.6855087
5102,MAT2B,3.6856847
11340,LGMN,3.6866968
7419,PARP10,3.6867006
9724,ZBTB44,3.686859
1557,RCOR3,3.6869125
1544,PLXNA2,3.6869588
1429,CFH,3.6877878
16078,RPS19BP1,3.6877947
7000,PTK2B,3.687998
11442,MTA1,3.6883552
16204,GTPBP6,3.6888409
12463,POLR2C,3.6888723
528,DMAP1,3.6893325
10077,SLC11A2,3.6895897
14296,WDR83OS,3.689602
12808,SLC25A11,3.6898315
10474,ATXN2,3.689974
7429,MROH1,3.6901417
14680,PSMC4,3.6907308
9037,EXT2,3.6911762
13523,GNA13,3.6912787
7902,GAPVD1,3.6914346
14944,IRF3,3.6915734
9375,PPFIA1,3.6921978
1130,KRTCAP2,3.6922414
1014,CERS2,3.6925576
3920,MED28,3.692814
14667,MED29,3.6930137
7365,ST3GAL1,3.6930974
9247,ATG2A,3.6934702
14595,TBCB,3.6935842
5457,DDAH2,3.693593
12413,BRD7,3.6936677
15333,RALGAPA2,3.6938438
13448,VEZF1,3.694037
4468,NSUN2,3.694061
6048,TMEM181,3.6942556
7012,ZNF395,3.6945145
8046,PMPCA,3.6947753
14390,BABAM1,3.6948044
10028,ADCY6,3.6949003
8348,VPS26A,3.694944
3799,NCBP2,3.6950502
744,LMO4,3.6953626
5470,EHMT2,3.6954894
1517,SLC41A1,3.695549
542,UROD,3.695671
12687,ZCCHC14,3.6957567
568,ATPAF1,3.695943
13261,FAM134C,3.6961954
15523,SLC35C2,3.6962616
15530,ZMYND8,3.6967554
10235,DTX3,3.6967757
3703,KLHL24,3.6969986
14599,ZNF146,3.697132
13411,LRRC59,3.6971805
885,MOV10,3.6973324
12614,WDR59,3.697433
651,NFIA,3.6980114
13445,MSI2,3.6982446
13923,KDSR,3.6985497
4532,LIFR,3.6985703
10065,SMARCD1,3.698616
11913,POLG,3.6987522
1543,CD34,3.6989038
2387,CCNT2,3.6992435
256,PITHD1,3.699522
8103,MRPL41,3.6996236
8381,DNAJB12,3.699691
704,RABGGTB,3.6997802
901,TRIM33,3.699866
9646,VPS11,3.7000294
11187,CHURC1,3.7001808
3005,EPM2AIP1,3.7002792
3589,TM4SF1,3.7004604
8128,NET1,3.7007368
4389,HMGB2,3.700903
11073,SEC23A,3.7010138
4212,HADH,3.701134
12406,N4BP1,3.7012727
10809,VPS36,3.701315
5923,RNF146,3.7013948
8026,COL5A1,3.7014208
12113,NAA60,3.7014587
994,PLEKHO1,3.7015073
7536,ACO1,3.7018406
8080,MAN1B1,3.7019343
5799,UBE2J1,3.7023494
6727,EXOC4,3.7023742
2323,CCDC93,3.7024028
6408,HIP1,3.702768
8921,TEAD1,3.70278
1081,S100A16,3.7029655
12720,CDK10,3.702985
12884,FXR2,3.7030902
16027,CDC42EP1,3.7032595
3383,CCDC80,3.7033381
12669,USP10,3.7033381
13306,TMUB2,3.70336
8676,CACUL1,3.703362
13368,CBX1,3.7033803
6700,FLNC,3.703601
12371,BCKDK,3.7036974
8958,TSG101,3.703732
9288,EFEMP2,3.703783
4566,ITGA1,3.7040892
205,MINOS1,3.7040977
1221,IGSF8,3.7041056
2948,ANKRD28,3.704479
6993,PPP2R2A,3.7045057
9821,CLSTN3,3.7047336
6347,GBAS,3.704736
12032,CLCN7,3.7047672
6724,PODXL,3.7049794
6674,NDUFA5,3.7055836
1626,PYCR2,3.7059422
11990,NME4,3.7059586
11185,PLEKHG3,3.7059922
460,AKIRIN1,3.7061825
645,MYSM1,3.7063737
1290,POGK,3.7064176
853,CSF1,3.706515
2359,UGGT1,3.7065313
2754,CUL3,3.7066662
5293,ATXN1,3.7067637
14528,PEPD,3.7068286
2538,SESTD1,3.7071645
4407,DCTD,3.7073002
16198,CHKB,3.707752
15350,ABHD12,3.707775
6844,SLC4A2,3.7078333
15675,ATP5J,3.7078915
10948,ZNF219,3.7081788
6535,LAMTOR4,3.7083144
286,STMN1,3.7084305
2218,SEMA4C,3.7085416
10138,ATF7,3.7090218
5474,NELFE,3.7091577
4188,PPP3CA,3.709396
3594,RNF13,3.709795
9506,SESN3,3.7100852
10011,SLC48A1,3.7101676
8382,MICU1,3.7102382
13538,AMZ2,3.710338
2417,RIF1,3.710389
15714,ITSN1,3.7105777
11284,IRF2BPL,3.7106898
521,IPO13,3.7110238
12246,EEF2K,3.7113476
2348,ERCC3,3.711427
4452,SLC12A7,3.7115455
3965,SMIM14,3.7118433
9009,FBXO3,3.7119553
11419,C14orf2,3.7120163
16465,IGBP1,3.7121255
1524,SRGAP2,3.712126
14955,AKT1S1,3.7128015
11300,SNW1,3.7131214
1405,FAM129A,3.7132163
10733,LHFP,3.713282
14414,CCDC124,3.7132857
15973,PIK3IP1,3.7137837
10856,DNAJC3,3.7139997
16649,NDUFA1,3.7143936
5395,PPP1R11,3.7144969
3301,FOXP1,3.7146082
6123,TTYH3,3.7146668
8903,SWAP70,3.714675
9639,BCL9L,3.7147145
1458,NAV1,3.7150269
8347,SRGN,3.7150447
2934,SLC6A6,3.7151706
7246,PTDSS1,3.715356
10283,MDM2,3.7156863
14509,URI1,3.7163503
16500,RLIM,3.7163587
14855,AP2S1,3.7164419
2724,ANKZF1,3.7169862
14416,ARRDC2,3.717493
15794,ADARB1,3.7175734
125,SRM,3.7176437
7971,USP20,3.7177947
16452,LAS1L,3.7178762
7548,CHMP5,3.7179067
3361,BBX,3.7179291
3231,GNL3,3.7181764
10433,SART3,3.7183745
4441,PDCD6,3.718379
13347,GOSR2,3.7185636
6852,SMARCD3,3.7186208
8724,DOCK1,3.7187417
15066,CNOT3,3.7189035
7647,PTAR1,3.7191048
15626,YTHDF1,3.7191541
7711,NFIL3,3.719307
7015,EXTL3,3.7196624
4664,COL4A3BP,3.7204468
4218,SEC24B,3.7206955
8421,PPIF,3.7207735
831,TMEM167B,3.7211359
10735,FOXO1,3.7213142
9839,RIMKLB,3.721376
14028,SCAMP4,3.7213898
9323,RBM14,3.7214177
5977,HECA,3.7216153
3977,SLC30A9,3.7216794
5729,LMBRD1,3.7217736
5298,NUP153,3.7220597
1154,UBQLN4,3.72214
9965,IPO8,3.722277
6850,ABCF2,3.7223694
663,PGM1,3.7233362
13493,MRC2,3.7239552
7917,STXBP1,3.72403
11128,SAMD4A,3.724046
7976,ASS1,3.7242746
5580,PIM1,3.7243395
1916,YIPF4,3.7244382
11993,CAPN15,3.7247746
6627,BCAP29,3.724944
4679,TBCA,3.725062
5652,TJAP1,3.7251868
1306,SFT2D2,3.7251914
13703,MAFG,3.7253308
15706,IFNAR1,3.7255392
12863,NEURL4,3.7259326
1753,ACP1,3.725947
9579,SDHD,3.7260873
7051,DDHD2,3.7261593
8132,FAM208B,3.7263715
11005,RNF31,3.7264295
6546,MEPCE,3.726576
2985,GPD1L,3.7268558
3997,SLAIN2,3.7269142
15817,BCL2L13,3.727064
13420,ANKRD40,3.7271264
1374,TOR1AIP2,3.7272472
7824,HSDL2,3.7275004
11995,PIGQ,3.727511
3413,GSK3B,3.7276604
10453,GLTP,3.7278194
12642,ATMIN,3.7280395
5526,DAXX,3.7281873
16083,TNRC6B,3.7283802
10466,PPTC7,3.7287152
16129,ARFGAP3,3.7293386
11862,ZFAND6,3.7293785
2927,FBLN2,3.7294376
7881,RC3H2,3.7295804
1513,ELK4,3.729823
15876,PPM1F,3.7298262
2485,SSB,3.7302802
10510,FBXO21,3.730601
13725,FOXK2,3.7310236
1860,EMILIN1,3.7310658
15480,PKIG,3.7312648
13023,MAP2K3,3.7313523
11571,STARD9,3.7314928
8062,PHPT1,3.7315307
3284,PSMD6,3.7323167
9490,TAF1D,3.7326243
724,GNG5,3.7326612
16170,BRD1,3.7327075
5411,DHX16,3.732851
11653,MYO5A,3.7329195
2322,DDX18,3.7331092
7102,TCEA1,3.7332819
5383,TRIM27,3.733424
9458,GAB2,3.7336526
5297,FAM8A1,3.7337265
7610,RNF38,3.7337472
1269,ATF6,3.7337713
13202,WIPF2,3.7337825
8116,IDI1,3.733848
8194,PLXDC2,3.7339532
1799,TRIB2,3.7339692
505,SLC2A1,3.7341492
6128,FOXK1,3.7341547
6382,BCL7B,3.7341895
7563,FAM219A,3.7343256
4018,TMEM165,3.7343903
4782,AP3S1,3.7348413
3059,SNRK,3.7349398
11279,GPATCH2L,3.7349768
13441,TRIM25,3.735082
14153,GPR108,3.7353797
8687,MCMBP,3.7354228
5517,RING1,3.7354891
5903,MAN1A1,3.735655
5229,SERPINB1,3.7358024
13669,EIF4A3,3.7359738
1027,PIP5K1A,3.7361999
5285,RANBP9,3.7362072
11928,CIB1,3.7362552
11782,NEO1,3.7364054
960,RBM8A,3.736539
12747,INPP5K,3.7366242
16615,ACSL4,3.7367373
238,ZBTB40,3.736846
1083,S100A13,3.7370932
14216,PIN1,3.7372875
8036,UBAC1,3.7376993
3879,MRFAP1L1,3.737745
12216,GDE1,3.7384377
683,WLS,3.7385025
2855,ING5,3.738507
8695,PLEKHA1,3.7385867
13997,CNN2,3.738614
10272,TMBIM4,3.7386749
11015,TINF2,3.738774
6036,SCAF8,3.7389126
4457,LPCAT1,3.7390602
8920,PARVA,3.7391064
3014,ACAA1,3.7392168
9439,LRRC32,3.7395234
4852,JADE2,3.7395616
12596,ATXN1L,3.7396216
5034,TCOF1,3.7396498
4795,SNX2,3.7397604
10864,STK24,3.739842
12257,UBFD1,3.7399507
7977,FUBP3,3.7402148
2595,HSPE1,3.7402546
8908,RNF141,3.7403884
13349,CDC27,3.7404857
10904,ATP11A,3.7404869
138,CLCN6,3.7405987
11577,CCNDBP1,3.7406893
5969,PERP,3.740695
423,AGO1,3.740818
12898,TRAPPC1,3.740887
1582,KCTD3,3.7409492
6512,ATP5J2,3.74109
2963,UBE2E1,3.7414036
11197,EIF2S1,3.7414105
1696,LYST,3.7416644
4543,C7,3.741853
2052,PPP3R1,3.7418802
6713,KLHDC10,3.7421155
3972,APBB2,3.7422335
4246,USP53,3.7422802
2503,ITGA6,3.7425816
2814,COPS8,3.742697
3711,ABCF3,3.7431068
8996,RCN1,3.743294
6579,ZNHIT1,3.7435722
8556,SLC25A28,3.7439637
12366,STX4,3.743965
1998,ERLEC1,3.7440133
1002,RPRD2,3.744117
2271,NCK2,3.7442055
8955,LDHA,3.7442193
417,NCDN,3.744609
3391,ATP6V1A,3.7447557
2870,ITPR1,3.7449358
9742,KDM5A,3.7449465
1900,CLIP4,3.7450774
8693,TACC2,3.7450864
3048,ZBTB47,3.745091
13981,FSTL3,3.7450917
7433,DGAT1,3.7452474
9078,NDUFS3,3.7455714
7208,WWP1,3.7457182
10269,MSRB3,3.745808
7943,URM1,3.7459085
8711,FAM53B,3.7459319
14711,TGFB1,3.7460487
10585,SBNO1,3.7461011
12886,SAT2,3.7461143
778,DR1,3.7461877
11599,EIF3J,3.746665
16670,OCRL,3.7469277
15978,PISD,3.7470326
1450,TMEM9,3.7472548
2960,KAT2B,3.747425
4868,SMAD5,3.7476013
7773,ERP44,3.7477002
2065,ANXA4,3.7477918
1472,KDM5B,3.748036
9889,CREBL2,3.7483072
9966,CAPRIN2,3.748434
13666,TBC1D16,3.748539
11297,SPTLC2,3.7489672
12438,BBS2,3.7490554
10880,TPP2,3.7492964
14074,HMG20B,3.74956
1147,GON4L,3.7495828
14434,KXD1,3.7496364
2555,ZC3H15,3.749689
6263,KBTBD2,3.750382
7676,TLE1,3.7504451
12328,PPP4C,3.7513485
14253,DOCK6,3.751601
11105,NIN,3.751693
275,SYF2,3.7517948
14372,KLF2,3.7518196
14737,ERF,3.7520242
9268,DPF2,3.7520711
10315,OSBPL8,3.7521126
10705,FRY,3.7522426
16105,DESI1,3.752245
8637,SMC3,3.7523692
15667,USP25,3.7528563
5848,SESN1,3.7528582
3448,CCDC14,3.7529807
13330,HEXIM1,3.7533174
13710,DCXR,3.7535465
7344,MTSS1,3.753826
3672,FNDC3B,3.7539558
13808,OSBPL1A,3.7547266
1466,ARL8A,3.754789
5748,COL12A1,3.7548535
4275,JADE1,3.755034
11285,CIPC,3.7550642
10392,CHPT1,3.7552648
15432,NDRG3,3.7553458
14022,TCF3,3.7553654
2568,ORMDL1,3.7554388
12131,CDIP1,3.7559314
10867,UBAC2,3.7561224
15261,C20orf194,3.7563334
11159,DHRS7,3.7564104
9346,AIP,3.7565272
13843,GALNT1,3.7566206
10916,TFDP1,3.7566528
6774,KIAA1147,3.7569425
9400,ATG16L2,3.7572951
8411,SAMD8,3.7574437
2730,DNPEP,3.757508
938,SEC22B,3.757549
4534,RICTOR,3.757702
13777,TUBB6,3.757752
1709,FH,3.7579048
2541,UBE2E3,3.7579935
9937,ETNK1,3.7580156
11024,NFATC4,3.758134
7378,PTP4A3,3.7581472
14218,COL5A3,3.758198
14426,LSM4,3.7582626
6321,CCM2,3.7583063
13974,CDC34,3.7584503
7426,SHARPIN,3.7584965
1649,OBSCN,3.7585783
12424,FTO,3.7586524
6487,PON2,3.7586858
8759,BET1L,3.7587395
10518,SUDS3,3.7588143
3778,PPP1R2,3.7593067
12301,NFATC2IP,3.7593825
3024,WDR48,3.7594113
4838,UQCRQ,3.759583
11102,MAP4K5,3.759788
2958,RAB5A,3.7598724
10690,PAN3,3.76001
11823,SNX33,3.760057
3045,SEC22C,3.760461
14514,PDCD5,3.7605984
4148,PKD2,3.760659
2344,TSN,3.7606661
7923,FPGS,3.7611196
7157,NCOA2,3.7614326
7289,OXR1,3.761448
12200,ABCC1,3.761989
12499,CES2,3.7619941
3436,KPNA1,3.762065
5665,TMEM63B,3.7622983
12467,KIFC3,3.7626615
14373,EPS15L1,3.7629104
14942,RRAS,3.7631183
14008,MUM1,3.763275
13628,UBE2O,3.7633166
10525,RAB35,3.7634115
2351,IWS1,3.763528
14842,PPP5C,3.7636127
3136,PRKAR2A,3.763653
9118,PATL1,3.7637124
