name,val
WASH7P,7.3864675
OR4F5,6.82686
RP11-34P13.7,8.749824
CICP27,13.038738
RP11-34P13.15,11.357094
RP11-34P13.16,11.844206
RP11-34P13.14,12.629578
RP11-34P13.13,9.639332
RP11-34P13.18,7.347147
AP006222.2,4.112224
RP4-669L17.10,4.9376526
RP5-857K21.4,10.684221
MTND1P23,6.299094
MTND2P28,5.8770156
MTCO1P12,8.09685
MTCO2P12,6.0140676
MTATP8P1,7.9465246
MTATP6P1,9.2059555
MTCO3P12,9.819908
CICP3,5.7416177
RP11-206L10.2,8.879473
RP11-206L10.9,9.082158
RP11-206L10.8,12.190816
FAM87B,6.712558
LINC01128,7.6771216
LINC00115,10.579534
FAM41C,2.3623269
TUBB8P11,12.747608
RP11-54O7.1,13.569586
RP11-54O7.3,9.302436
SAMD11,11.010216
NOC2L,7.666863
KLHL17,8.073817
PLEKHN1,10.123233
PERM1,9.792653
RP11-54O7.17,8.144424
HES4,8.738317
ISG15,8.414937
RP11-54O7.11,13.901508
AGRN,7.493508
RP11-465B22.3,12.293691
RP11-54O7.18,7.093862
RNF223,5.458616
C1orf159,7.690009
LINC01342,8.7904005
RP11-465B22.8,11.166597
TTLL10-AS1,11.793089
TTLL10,6.4242196
TNFRSF18,7.1809897
TNFRSF4,7.8165
SDF4,6.719358
B3GALT6,7.914734
C1QTNF12,8.643461
RP5-902P8.12,9.16925
UBE2J2,7.5741496
LINC01786,11.753523
SCNN1D,8.653246
ACAP3,7.6190395
PUSL1,7.9342203
INTS11,6.97249
RP5-890O3.9,7.6378837
CPTP,7.099328
TAS1R3,7.6174207
DVL1,7.3399615
MXRA8,9.324577
AURKAIP1,7.556546
NDUFB4P8,12.971568
CCNL2,6.428663
RP4-758J18.2,6.574476
MRPL20,7.748323
RP4-758J18.13,6.8220882
ANKRD65,7.502286
RP4-758J18.7,13.447476
TMEM88B,4.4486227
LINC01770,6.7580705
VWA1,7.564747
ATAD3C,6.731332
ATAD3B,8.363732
ATAD3A,7.3691616
TMEM240,9.873079
SSU72,7.330992
RP5-832C2.5,11.386753
FNDC10,5.724023
RP11-345P4.9,8.353457
MIB2,7.6251636
MMP23B,9.337569
CDK11B,7.629012
SLC35E2B,7.671874
RP11-345P4.6,5.760538
MMP23A,13.157903
CDK11A,8.143213
RP1-283E3.4,7.6433783
SLC35E2,8.71579
NADK,7.032967
GNB1,6.1319466
RP1-140A9.1,5.501056
CALML6,11.710884
TMEM52,6.452488
CFAP74,10.019825
RP11-547D24.1,11.961577
GABRD,10.487344
PRKCZ,3.9362848
RP5-892K4.1,8.581571
PRKCZ-AS1,8.8895035
FAAP20,7.8033214
RP11-181G12.4,5.4525604
SKI,6.423528
MORN1,7.687011
RP4-713A8.1,6.9948373
RP4-740C4.5,8.638765
RP4-740C4.7,9.163578
RER1,7.1070046
PEX10,8.77975
PLCH2,9.387245
RP3-395M20.3,10.656087
PANK4,8.313097
HES5,13.133498
RP3-395M20.12,5.590819
RP3-395M20.8,8.169301
TNFRSF14,7.101976
RP3-395M20.7,12.878815
RP3-395M20.9,6.580268
FAM213B,7.856875
MMEL1,6.913067
TTC34,7.9366703
LINC00982,7.661618
PRDM16,8.500115
RP11-193J6.1,7.794504
RP11-22L13.1,4.0045357
ARHGEF16,7.8390656
RP11-168F9.2,8.975334
MEGF6,7.2299166
RP11-46F15.2,7.9114265
TPRG1L,7.0787215
WRAP73,8.542316
TP73,8.69015
TP73-AS1,7.731845
SMIM1,12.007723
LRRC47,7.671356
RN7SL574P,8.453194
RP1-286D6.5,10.040789
CEP104,7.8684244
DFFB,7.392031
C1orf174,8.4747095
LINC01134,9.548935
AJAP1,8.45059
NPHP4,8.516681
KCNAB2,7.93117
CHD5,5.4768476
RPL22,8.90095
RP1-120G22.11,5.9618597
RNF207,8.86006
ICMT,7.7934504
LINC00337,5.710151
GPR153,7.908483
ACOT7,8.165292
HES2,12.341534
ESPN,6.97544
TNFRSF25,8.264433
PLEKHG5,7.6600075
NOL9,7.8413353
RP11-58A11.2,9.096191
TAS1R1,8.056289
ZBTB48,8.30754
KLHL21,7.0861497
PHF13,7.453351
THAP3,7.2178583
DNAJC11,8.036568
RP11-312B8.1,9.1057205
CAMTA1,7.285083
CAMTA1-IT1,1.3906064
RP4-549F15.1,3.9683838
RP11-338N10.1,3.951325
RP11-338N10.2,6.698389
RP11-338N10.3,7.4205527
VAMP3,7.7943435
RP3-467L1.6,10.071483
PER3,7.6288815
RP3-467L1.4,9.283785
UTS2,14.32466
TNFRSF9,7.030989
PARK7,8.659262
ERRFI1,5.9851274
RP11-431K24.1,9.666682
SLC45A1,7.9217186
RERE,7.817159
RP5-1115A15.1,10.604686
ENO1,6.8582435
ENO1-IT1,11.734997
ENO1-AS1,1.9885993
HMGN2P17,3.6202114
CA6,10.867022
SLC2A5,6.5105925
GPR157,9.470557
MIR34AHG,7.332404
LINC01759,10.108961
RP3-510D11.4,9.292882
H6PD,6.3331075
SPSB1,7.7060266
RP13-392I16.1,4.497979
SLC25A33,7.9674296
RP13-15M17.1,7.553468
TMEM201,8.806234
PIK3CD,8.073492
PIK3CD-AS1,13.05687
PIK3CD-AS2,12.33973
CLSTN1,6.8917
CTNNBIP1,7.5876493
LZIC,8.195518
RP11-84A14.4,7.3690033
NMNAT1,7.0217934
RN7SKP269,6.283804
RP11-84A14.6,13.120051
RBP7,7.749803
UBE4B,7.6594033
KIF1B,8.215804
PGD,6.599636
CENPS,5.7625203
CORT,9.104711
DFFA,8.040631
PEX14,6.988436
RN7SL614P,9.38386
CASZ1,8.3322115
RP4-734G22.3,10.820304
C1orf127,8.907615
TARDBP,7.490979
MASP2,10.020307
RP4-635E18.8,9.383226
SRM,7.5341644
EXOSC10,7.9033012
RP4-635E18.7,6.5027337
RP4-635E18.6,13.395317
MTOR,8.019948
ANGPTL7,5.971286
UBIAD1,8.363972
UBE2V2P3,7.1711607
DISP3,8.690507
FBXO2,11.361717
FBXO44,8.581977
FBXO6,8.6330185
MAD2L2,8.2134285
DRAXIN,8.089598
AGTRAP,7.9517646
C1orf167,6.782698
MTHFR,7.7461104
CLCN6,7.568047
NPPA-AS1,9.261417
NPPA,9.283506
NPPB,7.1828556
RP5-934G17.6,11.263138
RNU5E-1,1.0552925
KIAA2013,7.7543693
PLOD1,7.504897
MFN2,6.7665668
MIIP,7.152768
Y_RNA,12.701091
TNFRSF8,9.18952
TNFRSF1B,6.7060447
VPS13D,6.727646
SNORA59A,11.35927
RP5-888M10.2,6.678832
DHRS3,6.5439005
RNU6ATAC18P,1.3085673
RP11-474O21.5,10.433484
AADACL4,9.063444
AADACL3,9.157907
C1orf158,13.390844
HNRNPCL1,6.561979
LRRC38,2.966782
PDPN,8.670932
PRDM2,7.221182
KAZN,7.020054
RP11-344F13.1,7.619371
TMEM51-AS1,7.2607107
TMEM51,9.450532
FHAD1,6.121728
RP3-467K16.2,13.020021
RP3-467K16.4,6.2994256
EFHD2,7.4802256
CTRC,12.002768
CELA2A,8.80259
CELA2B,13.195346
CASP9,8.11122
DNAJC16,7.86231
RP4-680D5.8,14.394637
AGMAT,7.7169976
RP4-680D5.2,9.42119
CHCHD2P6,7.093516
DDI2,7.1970224
RP4-680D5.9,14.476651
PLEKHM2,6.6982117
RP11-288I21.1,4.88288
SLC25A34,7.075817
RP11-169K16.4,11.358695
FBLIM1,7.7265835
RPL12P14,12.8016405
UQCRHL,6.480792
RP11-169K16.8,7.3507757
FLJ37453,6.893104
SPEN,6.7057104
ZBTB17,7.816778
C1orf64,10.287649
HSPB7,6.3357353
CLCNKA,3.759666
RP11-5P18.10,9.978483
CLCNKB,8.459566
FAM131C,8.727728
EPHA2,7.7261214
RP11-276H7.2,5.418815
RP11-276H7.3,10.295557
ARHGEF19,7.3612766
ANO7L1,3.065241
RSG1,10.618294
MT1XP1,12.630119
FBXO42,7.6334743
SZRD1,7.5863895
RP11-430L17.1,6.627536
SPATA21,13.452709
NECAP2,7.704693
LINC01772,10.461366
CROCCP3,9.073476
RP4-798A10.7,12.89479
LINC01783,14.067835
NBPF1,8.845729
CROCCP2,7.850221
MST1P2,7.119951
EIF1AXP1,10.181806
ESPNP,0.72856414
MST1L,9.010503
RP11-108M9.3,11.08629
RP11-108M9.4,11.3671875
RP11-108M9.5,12.389992
RP11-108M9.6,4.9301925
CROCC,7.627404
MFAP2,8.415293
RP1-37C10.3,14.033666
ATP13A2,7.7960887
SDHB,7.564087
PADI2,9.530607
PADI1,6.76397
PADI3,10.685541
PADI4,7.841103
RCC2,7.6379437
ARHGEF10L,7.6040397
IGSF21,8.089367
RP11-174G17.3,7.8569193
KLHDC7A,8.2391815
ALDH4A1,7.666715
IFFO2,7.4203906
RP5-1126H10.2,7.188908
UBR4,6.099562
RP1-43E13.2,8.22234
EMC1,7.6601605
MRTO4,7.8150454
AKR7L,5.9670296
AKR7A3,10.859285
RP4-657E11.10,3.102394
AKR7A2,8.096596
PQLC2,7.894927
CAPZB,6.2585626
MINOS1,7.6608167
RP5-1056L3.3,10.475985
NBL1,9.097425
HTR6,1.7600753
TMCO4,7.294331
RNF186,11.583633
RP11-91K11.2,7.984852
OTUD3,7.293779
PLA2G2A,5.959357
PLA2G5,9.955697
PLA2G2D,7.504965
PLA2G2F,7.5702457
RP3-340N1.2,6.443226
PLA2G2C,10.893703
UBXN10-AS1,7.6549654
UBXN10,8.067327
VWA5B1,8.579496
LINC01141,12.829857
CAMK2N1,7.2463126
MUL1,7.8336415
FAM43B,11.446571
CDA,5.870382
PINK1,8.039579
PINK1-AS,6.0778246
DDOST,7.6221313
KIF17,9.282598
SH2D5,6.1153355
HP1BP3,6.097806
EIF4G3,7.0596337
ECE1,5.76181
RP3-329E20.2,4.171808
RP5-1071N3.1,11.744518
NBPF2P,9.801325
HS6ST1P1,9.906061
NBPF3,7.817399
ALPL,8.178868
RAP1GAP,3.9752905
USP48,8.013106
LDLRAD2,8.978717
HSPG2,5.4288535
RP11-26H16.1,9.932782
CELA3B,3.892501
CELA3A,12.688943
LINC01635,12.2889185
LINC00339,8.489339
CDC42,7.0660634
CDC42-IT1,12.462782
RP1-224A6.8,11.266211
RP1-224A6.9,11.993584
WNT4,11.719887
ZBTB40,7.381865
ZBTB40-IT1,9.19608
EPHA8,8.345274
C1QA,7.437338
C1QC,7.0933113
C1QB,6.9712925
EPHB2,9.068975
KDM1A,7.5322046
LUZP1,7.580859
HTR1D,11.781345
LINC01355,7.714612
HNRNPR,8.206266
ZNF436,7.6171207
ZNF436-AS1,7.6776023
RP5-1057J7.7,9.246684
TCEA3,8.673456
ASAP3,7.5285654
E2F2,11.701352
RP1-150O5.3,6.3062673
ID3,7.3172636
MDS2,13.354218
RPL11,7.253997
ELOA,7.6124115
ELOA-AS1,6.9693108
PITHD1,7.658854
LYPLA2,7.8256903
GALE,7.627047
HMGCL,7.336695
FUCA1,7.900894
CNR2,9.68955
PNRC2,7.383928
SRSF10,6.8819113
MYOM3,5.588002
IL22RA1,11.862078
IFNLR1,9.117854
GRHL3,12.836289
STPG1,8.118181
NIPAL3,8.888927
RCAN3,9.226979
NCMAP,12.497648
SRRM1,6.8268642
CLIC4,6.3400493
RUNX3,8.902085
SYF2,7.2765017
RSRP1,7.453326
RP3-465N24.6,9.116798
RP3-465N24.5,13.1757145
RHD,12.410414
SDHDP6,7.9615493
TMEM50A,7.7098155
RHCE,11.734853
RP3-469D22.1,6.6194706
TMEM57,8.172722
LDLRAP1,8.1295805
RP11-70P17.1,9.16075
MAN1C1,8.09273
RP1-187B23.1,8.626841
SELENON,7.254241
RP1-317E23.3,8.393111
MTFR1L,7.6584787
AUNIP,10.898413
PAQR7,7.4842296
STMN1,7.8387885
PAFAH2,7.601718
EXTL1,5.1094017
SLC30A2,5.0418653
TRIM63,11.086619
PDIK1L,9.436105
FAM110D,8.047272
RP11-96L14.7,11.487416
CNKSR1,8.615051
RP11-231P20.2,11.606515
CEP85,9.214899
SH3BGRL3,7.258864
UBXN11,7.756815
CD52,9.298882
AIM1L,10.26528
ZNF683,3.168987
DHDDS,7.3570194
RP3-476K8.4,13.61527
RP3-476K8.3,10.003864
HMGN2,7.33724
RPS6KA1,8.161913
RP5-968P14.2,9.513802
ARID1A,7.6240635
PIGV,6.8455606
ZDHHC18,7.5491433
SFN,10.176431
GPN2,8.219191
GPATCH3,8.241609
NUDC,7.6875625
NR0B2,6.4812584
KDF1,5.3814783
RPL12P13,7.3069496
TRNP1,7.192623
FAM46B,8.990221
SLC9A1,7.606558
CHCHD3P3,5.191157
NPM1P39,8.663734
WDTC1,7.64175
RP11-4K3__A.3,6.127149
TMEM222,7.957447
ACTG1P20,10.212053
SYTL1,9.961055
MAP3K6,6.506124
FCN3,9.579527
CD164L2,7.230695
GPR3,10.808296
WASF2,6.135296
RP1-159A19.4,6.9777136
AHDC1,7.764655
FGR,7.8502846
RP1-159A19.3,8.971534
IFI6,7.77579
RP11-288L9.4,13.268355
FAM76A,7.7355485
RP3-426I6.2,11.579318
STX12,6.9643764
RP3-426I6.5,5.0601425
RP3-426I6.6,7.7449703
PPP1R8,7.703279
THEMIS2,7.8173246
RPA2,7.573979
SMPDL3B,4.962864
XKR8,8.632239
EYA3,8.3002405
RP11-460I13.6,11.816973
SPCS2P4,8.090187
PTAFR,8.022836
DNAJC8,7.7689085
ATPIF1,7.8127723
RP5-1092A3.4,11.37648
SESN2,8.371794
MED18,9.466078
PHACTR4,7.767939
RCC1,8.117643
SNORA73A,12.26696
SNORA73B,10.929045
PRDX3P2,0.84038174
RP4-669K10.8,4.8459263
TRNAU1AP,8.076243
SNHG12,7.965084
SNORA61,10.180439
SNORA44,11.572319
TAF12,8.190738
RAB42,8.667238
LINC01715,7.0974417
GMEB1,7.8526974
YTHDF2,7.953588
OPRD1,12.87576
EPB41,7.5305963
TMEM200B,8.293731
SRSF4,8.830499
uc_338,12.574816
MECR,6.9291143
RP11-467D18.2,7.5174356
PTPRU,7.985096
MATN1,6.2453184
MATN1-AS1,7.974852
LAPTM5,8.650027
LINC01778,12.845522
SDC3,7.706239
PUM1,7.1500206
NKAIN1,7.981266
SNRNP40,8.268023
RP11-490K7.4,10.038646
ZCCHC17,7.444599
FABP3,9.041783
SERINC2,7.40846
RP11-439L8.2,4.0681605
LINC01226,13.231807
RP11-73M7.1,12.977309
TINAGL1,6.419743
HCRTR1,9.8646755
PEF1,7.332604
RP11-73M7.6,8.412984
COL16A1,8.637752
ADGRB2,7.760064
SPOCD1,8.457712
RP11-84A19.4,10.044608
PTP4A2,6.1270366
RP4-534N18.2,4.3753815
KHDRBS1,8.042305
RP11-277A4.4,7.8371916
TMEM39B,8.2142315
KPNA6,7.9973354
TXLNA,7.204856
CCDC28B,10.317846
RP4-622L5.7,2.1467853
IQCC,9.32838
DCDC2B,5.506602
TMEM234,8.4660225
EIF3I,6.731841
MTMR9LP,7.5329566
FAM167B,8.477178
LCK,10.523516
HDAC1,7.5583763
MARCKSL1,7.632055
RP4-811H24.9,1.4245664
TSSK3,7.313662
FAM229A,5.810383
BSDC1,7.969442
ZBTB8B,13.835411
ZBTB8A,8.680384
ZBTB8OS,7.7186527
RBBP4,7.003224
SYNC,9.879396
KIAA1522,8.029775
YARS,7.339228
S100PBP,7.69234
FNDC5,11.013621
HPCA,10.973955
TMEM54,8.465245
RNF19B,8.335935
RP5-1174N9.2,8.386795
RP4-803A2.1,1.1305863
RP4-803A2.2,9.600033
AK2,7.011186
RP1-117O3.2,4.2481017
AZIN2,5.3970065
RP11-131M11.2,4.954871
TRIM62,9.067204
RP11-131M11.3,7.6722174
ZNF362,7.952897
RP11-415J8.7,12.24811
A3GALT2,4.027421
RP11-415J8.3,9.490046
PHC2,6.2074256
MIR3605,11.3558655
RN7SKP16,11.59144
ZSCAN20,10.310179
RP4-580O19.2,4.3520722
CSMD2,9.89638
HMGB4,8.106132
SMIM12,7.463271
GJB5,8.601527
GJB4,10.967004
GJB3,10.591812
GJA4,7.6730413
RP5-997D16.2,5.8171473
DLGAP3,11.762772
RP11-244H3.1,8.081096
TMEM35B,8.163155
ZMYM6,8.047353
ZMYM1,8.222908
SFPQ,5.7232003
ZMYM4,7.6639957
RPL5P4,7.068827
KIAA0319L,7.452047
NCDN,7.3614054
RP4-728D4.2,8.1842165
TFAP2E,10.8389225
PSMB2,7.430341
C1orf216,7.8852525
CLSPN,4.9792905
AGO4,7.66657
AGO1,7.669506
AGO3,7.777836
RP4-665N4.8,8.352651
RP4-665N4.4,3.945053
TEKT2,9.669355
ADPRHL2,7.9425535
COL8A2,8.284411
TRAPPC3,7.6950674
MAP7D1,6.3665366
THRAP3,7.772996
SH3D21,8.425156
EVA1B,7.7885566
RP11-268J15.5,6.4123316
STK40,7.4675846
LSM10,7.789275
OSCP1,9.687911
MRPS15,7.6854167
CSF3R,8.398771
GRIK3,7.6217413
LINC01137,10.337382
ZC3H12A,7.9070396
MEAF6,7.699789
SNIP1,7.4929647
FTH1P1,8.393117
RP3-423B22.5,7.956003
DNALI1,5.707797
GNL2,7.66812
RSPO1,11.507277
C1orf109,8.156509
CDCA8,9.201235
EPHA10,10.6432495
MANEAL,8.746014
YRDC,8.887374
C1orf122,7.9386554
MTF1,7.462003
INPP5B,7.874833
SF3A3,7.30143
RNU6-510P,9.583116
FHL3,8.393462
UTP11,8.152141
POU3F1,6.0353794
RP5-884C9.2,3.873219
RP11-334L9.1,5.786329
RRAGC,7.682055
RP5-864K19.4,8.833506
MYCBP,5.815176
GJA9,13.307507
RHBDL2,8.196634
AKIRIN1,7.6902633
NDUFS5,7.9358754
MACF1,5.6312323
RP11-416A14.1,6.94306
BMP8A,8.868812
OXCT2P1,7.8164697
RP11-69E11.4,9.766531
PPIEL,11.652663
PABPC4,6.984203
SNORA55,7.802123
RP11-69E11.8,1.6444515
HEYL,7.0145392
NT5C1A,6.423372
HPCAL4,7.5555487
PPIE,7.6209593
BMP8B,8.937498
OXCT2,11.831655
RP1-118J21.25,0.84685725
TRIT1,7.6238594
MYCL,12.15231
MFSD2A,5.8173976
RP3-342P20.2,6.8573847
CAP1,5.88099
PPT1,8.131565
RLF,7.7621765
RP1-39G22.7,7.503873
ZMPSTE24,7.6178217
COL9A2,7.656301
RP1-228H13.1,1.9482698
SMAP2,7.2507033
ZFP69B,10.986751
RP1-228H13.5,7.637579
RP11-656D10.7,1.252496
ZFP69,7.802264
RP11-656D10.3,7.5756764
EXO5,9.498907
RP11-656D10.6,2.5945144
ZNF684,10.161691
RIMS3,8.930609
NFYC-AS1,6.8969836
NFYC,7.688711
KCNQ4,8.92304
CITED4,8.085759
CTPS1,7.165293
SLFNL1-AS1,11.776735
SLFNL1,12.167759
SCMH1,7.596812
RP11-399E6.1,1.5222254
FOXO6,6.7580132
RP11-399E6.4,10.344851
EDN2,3.82039
HIVEP3,6.364437
RP11-486B10.4,7.23113
GUCA2A,10.362642
FOXJ3,7.53158
RP11-223A3.1,6.2049627
RIMKLA,4.7512083
ZMYND12,7.244006
PPCS,7.808985
CCDC30,10.526228
TMSB4XP1,13.395178
PPIH,9.007011
RP5-994D16.3,2.9946556
YBX1,6.336567
CLDN19,12.442102
P3H1,7.7314425
C1orf50,8.302043
RP5-994D16.9,8.910167
TMEM269,10.422981
SVBP,9.0469265
ERMAP,8.105836
RP11-342M1.3,10.552996
ZNF691,9.530134
ATP6V1E1P1,8.196069
SLC2A1,7.2362814
SLC2A1-AS1,7.9634943
EBNA1BP2,7.6752863
CFAP57,9.385343
TMEM125,9.054651
C1orf210,5.7352386
TIE1,7.3459296
MPL,9.156835
RP1-92O14.3,11.734896
CDC20,10.94941
ELOVL1,7.03729
MED8,7.710623
RP1-92O14.6,7.0530977
SZT2,7.16634
HYI-AS1,14.0976925
PTPRF,6.199765
KDM4A,7.521092
KDM4A-AS1,6.7734823
ST3GAL3,7.9385805
RP11-184I16.4,12.974568
ARTN,9.386009
RP11-7O11.3,11.183699
IPO13,7.7883353
DPH2,8.263018
ATP6V0B,7.6988883
B4GALT2,7.7131057
CCDC24,8.418294
SLC6A9,9.4489
RP5-1198O20.4,7.7611623
RP11-570P14.1,14.214508
RP5-891H21.5,9.016483
DMAP1,7.610935
ERI3,7.62138
ERI3-IT1,7.9714355
RNF220,7.725192
TMEM53,9.095018
C1orf228,8.049952
RNU5F-1,10.524415
KIF2C,6.7788973
RP11-269F19.2,10.133023
RPS8,7.008345
SNORD46,10.286333
RPS15AP11,13.038411
BEST4,6.8485637
PLK3,8.020894
TCTEX1D4,10.745094
BTBD19,8.334498
PTCH2,9.15078
RP5-882O7.1,8.35478
EIF2B3,7.9563375
RP5-882O7.4,6.124888
MRPS17P1,8.463542
HECTD3,7.054792
UROD,7.4083433
ZSWIM5,5.4720173
LINC01144,5.6140523
HPDL,3.1175275
MUTYH,8.887325
TOE1,8.252542
TESK2,9.200883
CCDC163,10.723677
MMACHC,7.870641
PRDX1,6.70218
AKR1A1,7.3981156
NASP,6.8711452
CCDC17,7.9146295
GPBP1L1,6.9579425
RPS15AP10,9.173552
RP11-767N6.2,6.7147675
TMEM69,8.414412
IPP,9.445208
RP11-767N6.7,11.533519
RP11-630I5.1,7.703497
MAST2,7.859736
PIK3R3,8.055181
RP4-533D7.4,6.035097
TSPAN1,7.423377
POMGNT1,7.606125
LURAP1,5.971351
RAD54L,7.7772675
LRRC41,7.9791937
UQCRH,7.606574
NSUN4,8.366713
FAAH,7.32824
FAAHP1,3.6902843
DMBX1,7.543683
MKNK1-AS1,7.8659434
MKNK1,7.511955
MOB3C,7.9213505
ATPAF1,7.5320754
NENFP1,9.672233
TEX38,8.100463
EFCAB14-AS1,3.1607687
EFCAB14,6.534965
CYP4B1,7.60729
CYP4Z2P,6.639812
RP11-346M5.1,13.990755
CYP4A11,11.033828
CYP4X1,7.9834356
CYP4Z1,10.511887
RP11-184J23.2,11.278908
CYP4A22-AS1,4.489579
CYP4A22,8.846172
LINC00853,4.430487
PDZK1IP1,11.885542
TAL1,8.168943
RP1-18D14.7,9.492693
STIL,10.558525
CMPK1,7.3850975
LINC01389,7.6279907
FOXE3,12.482866
FOXD2-AS1,7.712193
FOXD2,10.956938
TRABD2B,7.8579936
RP11-330M19.1,11.163648
SKINT1L,2.8494983
RP5-1024N4.6,8.938229
SLC5A9,8.496041
RP5-1024N4.4,4.1314
RP5-1024N4.5,7.9095364
SPATA6,7.2048593
PPP1R8P1,8.372415
RP11-329A14.1,8.686738
AGBL4,10.580495
BEND5,8.54612
ELAVL4,12.05932
RP11-183G22.1,8.751378
DMRTA2,6.5180984
FAF1,7.7351785
PHBP12,2.0194125
CDKN2C,7.7758484
CFL1P2,5.512624
LINC01562,7.1784472
RNF11,6.8568807
RP11-296A18.5,10.618428
RP11-296A18.6,9.126033
TTC39A,11.149764
EPS15,6.8801546
RP11-275F13.3,7.0079355
RP11-253A20.1,14.229146
RP11-191G24.1,5.773745
OSBPL9,7.244408
NRDC,7.1214895
RP4-657D16.3,9.244839
RP4-657D16.6,1.3228979
RAB3B,7.465461
TXNDC12,7.694523
KTI12,8.31692
BTF3L4,7.7988076
ZFYVE9,7.3534627
RP4-800M22.1,4.588226
ANAPC10P1,1.0831745
CC2D1B,7.6706247
RP11-155O18.6,10.400587
PLA2G12AP1,4.3643923
ORC1,11.416706
PRPF38A,7.6642785
ZCCHC11,7.5890627
GPX7,9.038005
FAM159A,11.958227
COA7,7.5784492
ZYG11B,7.712827
RPS13P2,7.201476
ZYG11A,6.624372
ECHDC2,7.858552
RP4-631H13.6,8.110774
SCP2,7.181772
PODN,6.158278
SLC1A7,6.5889597
RP11-334A14.8,8.136341
RP5-1024G6.9,14.107267
CPT2,8.669085
RP5-1024G6.2,12.8440075
C1orf123,7.6555853
RP5-1024G6.7,6.9728355
MAGOH,8.140591
RP5-1024G6.5,8.130199
LRP8,6.949613
RP11-117D22.2,4.333324
GLIS1,10.840554
NDC1,8.706245
YIPF1,7.438821
DIO1,7.970804
HSPB11,8.118675
LRRC42,8.607971
HNRNPA3P12,9.62975
TMEM59,6.287825
RP4-758J24.6,8.19247
TCEANC2,9.032503
CDCP2,4.8128514
RP11-446E24.3,10.990514
CYB5RL,8.615269
MRPL37,7.6689825
SSBP3,7.4730844
SSBP3-AS1,5.4389677
ACOT11,10.968775
FAM151A,9.4772415
MROH7,8.2665825
TTC4,7.715289
PARS2,7.2731223
TTC22,3.3364618
LEXM,8.415831
DHCR24,7.4489126
RP11-67L3.4,9.020552
TMEM61,5.886785
PCSK9,11.405742
USP24,6.664373
RP11-90C4.1,12.222328
RP1-158P9.1,2.901446
RPSAP20,6.029476
RP11-504A18.1,9.881092
LINC01767,2.985686
PLPP3,5.6080422
RPL21P23,7.758549
PRKAA2,8.428147
C1orf168,11.684966
C8A,0.35227856
C8B,8.686137
DAB1,7.1241693
HNRNPA1P6,10.936401
RPS26P15,12.801857
OMA1,8.673991
TACSTD2,9.249931
RP4-592A1.2,10.56085
MYSM1,7.1509194
RP11-63G10.4,11.323215
JUN,5.255225
LINC01135,13.561018
RP11-63G10.3,5.662807
RP4-794H19.1,9.010658
LINC01358,9.825542
HSD52,5.8966827
RP11-467C18.1,6.822299
FGGY,8.168727
RP4-782L23.2,4.946017
HOOK1,10.460828
CYP2J2,2.0106807
C1orf87,2.639135
LINC01748,3.7380452
RP11-436K8.1,3.3071241
NFIA,7.4008417
NFIA-AS2,13.017395
RP4-802A10.1,2.6321135
TM2D1,7.3590713
RP11-430G17.3,7.992494
PATJ,8.6714945
L1TD1,11.901424
KANK4,10.680168
USP1,7.385404
DOCK7,7.7867775
ANGPTL3,8.163414
RP5-849H19.3,7.9888573
RP11-230B22.1,6.8364367
ATG4C,7.636605
LINC00466,14.603538
FOXD3-AS1,13.057292
FOXD3,9.892181
ALG6,6.8430276
ITGB3BP,7.7378125
EFCAB7,9.042552
DLEU2L,9.411339
PGM1,7.5686507
RN7SL130P,8.22367
ROR1,8.523879
ROR1-AS1,9.343599
CACHD1,7.68
RAVER2,8.070455
JAK1,9.136994
LINC01359,10.975584
SLC2A3P2,12.491737
RP4-535B20.4,8.056851
RP4-535B20.1,13.562342
AK4,7.751307
DNAJC6,9.612951
LEPROT,8.232097
RP4-630A11.3,1.0775808
LEPR,7.9511194
RP11-430H12.2,3.0079603
PDE4B,7.423916
SGIP1,7.731512
RP4-598P13.1,5.060535
TCTEX1D1,10.790087
WDR78,5.374406
MIER1,7.621431
SLC35D1,8.003038
